CityName,Date,No_of_complain_received,No_of_complain_disposed,No_of_complain_pending
Surat,30/06/2025,351,1541,8653
Surat,12/07/2025,192,1060,7044
Surat,14/07/2025,210,1817,6948
Surat,16/07/2025,191,1107,6556
Surat,19/07/2025,166,1002,6303
Surat,22/07/2025,177,927,6285
Surat,04/08/2025,200,869,6311
Surat,09/08/2025,87,307,6277
Surat,10/08/2025,185,233,6431
Surat,15/08/2025,163,366,6483
Surat,16/08/2025,99,441,6397
Surat,19/08/2025,218,980,6698
Surat,25/08/2025,248,1145,7317
Surat,26/08/2025,269,1022,7325
Surat,29/08/2025,139,986,6484
Surat,04/09/2025,245,829,7083
Surat,06/09/2025,167,309,7187
Surat,20/03/2020,75,603,1955
Surat,24/03/2020,33,598,1897
Surat,28/03/2020,24,619,1823
Surat,03/04/2020,24,395,1853
Surat,06/04/2020,19,366,1870
Surat,12/04/2020,13,218,1908
Surat,15/04/2020,27,284,1920
Surat,18/04/2020,23,302,1947
Surat,19/04/2020,22,251,1962
Surat,20/04/2020,28,344,1967
Surat,25/04/2020,25,281,1969
Surat,28/04/2020,24,293,2007
Surat,30/04/2020,20,298,2042
Surat,10/05/2020,12,211,2058
Surat,20/05/2020,42,249,2234
Surat,22/05/2020,65,292,2321
Surat,25/05/2020,47,274,2300
Surat,27/05/2020,78,326,2343
Surat,15/06/2020,131,622,2143
Surat,22/06/2020,96,608,2275
Surat,25/06/2020,58,454,2352
Surat,10/07/2020,115,600,2680
Surat,14/07/2020,116,496,2833
Surat,16/07/2020,88,626,2791
Surat,17/07/2020,93,586,2844
Surat,18/07/2020,98,543,2883
Surat,22/07/2020,123,565,3020
Surat,23/07/2020,104,487,3037
Surat,27/07/2020,136,500,3229
Surat,10/08/2020,124,439,3431
Surat,18/08/2020,162,645,3599
Surat,25/08/2020,161,699,3486
Surat,26/08/2020,128,668,3521
Surat,29/08/2020,109,570,3415
Surat,31/08/2020,128,662,3503
Surat,02/09/2020,137,742,3584
Surat,03/09/2020,207,774,3665
Surat,12/09/2020,137,470,4075
Surat,17/09/2020,140,510,3942
Surat,28/09/2020,177,548,4050
Surat,02/10/2020,96,357,4031
Surat,08/10/2020,188,465,4296
Surat,15/10/2020,149,694,4210
Surat,16/10/2020,137,537,4172
Surat,01/11/2020,81,168,4671
Surat,02/11/2020,136,510,4719
Surat,05/11/2020,155,420,4709
Surat,06/11/2020,121,459,4668
Surat,11/11/2020,123,461,4836
Surat,12/11/2020,139,510,4815
Surat,13/11/2020,89,449,4794
Surat,17/11/2020,63,435,4744
Surat,18/11/2020,99,404,4769
Surat,27/11/2020,125,412,4890
Surat,30/11/2020,98,364,4818
Surat,01/12/2020,140,478,4870
Surat,05/12/2020,144,427,4886
Surat,15/12/2020,114,597,4603
Surat,26/12/2020,108,347,4976
Surat,27/12/2020,58,181,4999
Surat,29/12/2020,102,455,5024
Surat,31/12/2020,107,361,5089
Surat,04/01/2021,138,476,5287
Surat,05/01/2021,119,466,5301
Surat,06/01/2021,129,343,5347
Surat,14/01/2021,54,162,5533
Surat,21/01/2021,127,492,5857
Surat,22/01/2021,133,493,5888
Surat,24/01/2021,59,177,5766
Surat,25/01/2021,123,531,5848
Surat,26/01/2021,58,289,5773
Surat,03/02/2021,133,560,4992
Surat,14/02/2021,75,152,3330
Surat,15/02/2021,99,942,3335
Surat,19/02/2021,73,588,2680
Surat,24/02/2021,70,701,2534
Surat,25/02/2021,134,666,2557
Surat,28/02/2021,65,201,2519
Surat,04/03/2021,81,704,2312
Surat,05/03/2021,118,801,2350
Surat,07/03/2021,49,303,2378
Surat,16/03/2021,68,624,2438
Surat,17/03/2021,100,700,2463
Surat,20/03/2021,111,710,2654
Surat,26/03/2021,125,702,2805
Surat,28/03/2021,93,217,2842
Surat,31/03/2021,105,727,2749
Surat,01/04/2021,86,631,2789
Surat,06/04/2021,126,653,3105
Surat,09/04/2021,128,622,3367
Surat,11/04/2021,83,309,3392
Surat,16/04/2021,130,591,3327
Surat,20/04/2021,137,474,3509
Surat,21/04/2021,108,399,3543
Surat,23/04/2021,130,422,3503
Surat,27/04/2021,228,526,3896
Surat,01/05/2021,84,398,4031
Surat,03/05/2021,101,609,4068
Surat,04/05/2021,88,692,3986
Surat,11/05/2021,120,546,4033
Surat,12/05/2021,97,587,4056
Surat,23/05/2021,106,251,4345
Surat,27/05/2021,178,609,4582
Surat,30/05/2021,91,279,4678
Surat,02/06/2021,148,639,4297
Surat,03/06/2021,160,510,4234
Surat,04/06/2021,145,583,4305
Surat,06/06/2021,82,218,4440
Surat,11/06/2021,153,721,4196
Surat,20/06/2021,111,306,4109
Surat,21/06/2021,160,802,4171
Surat,23/06/2021,180,612,4248
Surat,24/06/2021,167,546,4242
Surat,25/06/2021,160,677,4193
Surat,26/06/2021,99,599,4180
Surat,27/06/2021,97,243,4228
Surat,02/07/2021,136,625,4387
Surat,07/07/2021,145,595,4539
Surat,09/07/2021,231,491,4526
Surat,15/07/2021,153,587,4464
Surat,30/07/2021,170,629,4858
Surat,31/07/2021,211,680,4958
Surat,09/08/2021,216,676,4588
Surat,14/08/2021,120,474,3961
Surat,17/08/2021,145,767,3928
Surat,17/09/2021,182,646,3950
Surat,18/09/2021,152,714,3964
Surat,20/09/2021,151,833,3912
Surat,26/09/2021,122,284,3843
Surat,27/09/2021,179,1131,3894
Surat,02/10/2021,105,482,4042
Surat,09/10/2021,134,523,4320
Surat,11/10/2021,205,751,4433
Surat,13/10/2021,166,658,4497
Surat,14/10/2021,200,640,4454
Surat,16/10/2021,237,635,4571
Surat,27/10/2021,129,745,4411
Surat,28/10/2021,135,655,4493
Surat,31/10/2021,108,242,4859
Surat,04/11/2021,63,306,5001
Surat,05/11/2021,47,64,4910
Surat,08/11/2021,81,604,4745
Surat,09/11/2021,64,409,4617
Surat,13/11/2021,75,336,4586
Surat,15/11/2021,120,501,4586
Surat,18/11/2021,182,526,4540
Surat,19/11/2021,136,398,4560
Surat,20/11/2021,276,527,4777
Surat,25/11/2021,159,576,4929
Surat,29/11/2021,161,653,4711
Surat,01/12/2021,149,540,4652
Surat,02/12/2021,105,470,4661
Surat,08/12/2021,160,558,5025
Surat,09/12/2021,162,532,5062
Surat,15/12/2021,214,582,5145
Surat,18/12/2021,126,507,5147
Surat,23/12/2021,170,612,5370
Surat,28/12/2021,200,727,5647
Surat,29/12/2021,160,580,5676
Surat,30/12/2021,136,528,5732
Surat,04/01/2022,297,751,6174
Surat,06/01/2022,284,688,6385
Surat,08/01/2022,131,568,6609
Surat,13/01/2022,174,603,6677
Surat,14/01/2022,78,227,6635
Surat,18/01/2022,175,654,6578
Surat,23/01/2022,85,245,6761
Surat,29/01/2022,263,508,6847
Surat,10/02/2022,161,623,6323
Surat,19/02/2022,217,789,6220
Surat,21/02/2022,179,786,6327
Surat,03/03/2022,153,630,6696
Surat,04/03/2022,178,692,6644
Surat,09/03/2022,272,684,7176
Surat,18/03/2022,99,207,7619
Surat,21/03/2022,399,880,7825
Surat,24/03/2022,313,647,8084
Surat,26/03/2022,133,511,8199
Surat,27/03/2022,100,287,8246
Surat,29/03/2022,199,693,8410
Surat,09/04/2022,161,603,8797
Surat,13/04/2022,271,651,9209
Surat,21/04/2022,197,711,8813
Surat,26/04/2022,222,630,9129
Surat,27/04/2022,180,737,9066
Surat,01/05/2022,89,284,8638
Surat,12/05/2022,164,499,8323
Surat,17/05/2022,120,777,7385
Surat,18/05/2022,162,604,7044
Surat,22/05/2022,112,288,7079
Surat,25/05/2022,194,804,7300
Surat,28/05/2022,172,612,7256
Surat,07/06/2022,149,1147,6075
Surat,11/06/2022,158,529,6130
Surat,12/06/2022,210,265,6223
Surat,17/06/2022,163,909,5194
Surat,22/06/2022,163,1572,5119
Surat,23/06/2022,260,797,5242
Surat,28/06/2022,247,937,5310
Surat,08/07/2022,154,910,3914
Surat,17/07/2022,58,456,3021
Surat,20/07/2022,134,1356,3162
Surat,23/07/2022,67,867,2947
Surat,24/07/2022,34,294,2970
Surat,29/07/2022,150,722,3221
Surat,04/08/2022,148,634,3128
Surat,06/08/2022,144,814,3331
Surat,17/08/2022,78,902,2970
Surat,18/08/2022,141,881,3065
Surat,22/08/2022,137,1182,3218
Surat,24/08/2022,132,1383,3279
Surat,26/08/2022,174,854,3441
Surat,30/08/2022,167,828,3513
Surat,07/09/2022,135,871,3554
Surat,11/09/2022,97,368,3621
Surat,14/09/2022,146,881,3641
Surat,20/09/2022,211,987,4061
Surat,24/09/2022,96,639,4022
Surat,27/09/2022,166,774,4015
Surat,04/10/2022,142,781,4297
Surat,07/10/2022,116,784,3995
Surat,12/10/2022,165,873,3980
Surat,14/10/2022,175,772,4067
Surat,18/10/2022,167,837,4421
Surat,31/10/2022,71,410,4135
Surat,02/11/2022,156,852,4194
Surat,05/11/2022,208,680,4236
Surat,13/11/2022,44,443,4035
Surat,17/11/2022,111,744,4095
Surat,26/11/2022,132,686,4819
Surat,27/11/2022,137,385,4807
Surat,28/11/2022,240,775,4884
Surat,08/12/2022,124,1081,4021
Surat,09/12/2022,169,969,4081
Surat,11/12/2022,119,430,4182
Surat,12/12/2022,218,863,4244
Surat,20/12/2022,225,633,4634
Surat,23/12/2022,199,789,4795
Surat,24/12/2022,95,622,4719
Surat,26/12/2022,148,715,4750
Surat,30/12/2022,151,813,4648
Surat,31/12/2022,173,893,4705
Surat,01/01/2023,99,382,4764
Surat,10/01/2023,197,684,4941
Surat,15/01/2023,59,171,4619
Surat,19/01/2023,160,597,4465
Surat,20/01/2023,187,763,4528
Surat,23/01/2023,230,910,4807
Surat,26/01/2023,115,316,4626
Surat,04/02/2023,145,726,4539
Surat,13/02/2023,176,830,4669
Surat,21/02/2023,209,912,4771
Surat,22/02/2023,263,825,4911
Surat,23/02/2023,274,1022,5056
Surat,25/02/2023,102,920,4687
Surat,06/03/2023,226,1098,4966
Surat,09/03/2023,141,916,4607
Surat,13/03/2023,177,1175,4516
Surat,14/03/2023,143,997,4403
Surat,17/03/2023,201,1009,4644
Surat,25/03/2023,134,603,4578
Surat,30/03/2023,112,425,4800
Surat,01/04/2023,270,742,5060
Surat,11/04/2023,251,810,5260
Surat,13/04/2023,229,947,4932
Surat,14/04/2023,174,475,4961
Surat,18/04/2023,239,822,4825
Surat,21/04/2023,172,924,4913
Surat,23/04/2023,116,317,4966
Surat,28/04/2023,205,781,5232
Surat,30/04/2023,164,236,5335
Surat,01/05/2023,266,618,5476
Surat,15/05/2023,204,930,5139
Surat,16/05/2023,256,738,5198
Surat,20/05/2023,195,545,5143
Surat,24/05/2023,327,665,5531
Surat,28/05/2023,132,200,5533
Surat,31/05/2023,197,731,5409
Surat,02/06/2023,204,686,5161
Surat,07/06/2023,269,720,5324
Surat,16/06/2023,319,804,5791
Surat,21/06/2023,273,709,6028
Surat,29/06/2023,201,887,5834
Surat,01/07/2023,292,1121,5816
Surat,05/07/2023,263,1465,5814
Surat,08/07/2023,231,951,5717
Surat,13/07/2023,248,1139,5659
Surat,19/07/2023,293,1328,5646
Surat,22/07/2023,251,1115,5819
Surat,26/07/2023,280,1125,6191
Surat,08/08/2023,259,1056,6620
Surat,11/08/2023,278,899,7080
Surat,14/08/2023,275,910,7031
Surat,19/08/2023,330,912,7037
Surat,20/08/2023,120,373,7099
Surat,27/08/2023,157,283,6413
Surat,28/08/2023,245,895,6370
Surat,30/08/2023,104,282,6047
Surat,02/09/2023,248,795,6416
Surat,05/09/2023,298,707,6656
Surat,13/09/2023,272,768,6775
Surat,15/09/2023,309,863,6925
Surat,18/09/2023,323,1108,7261
Surat,19/09/2023,229,625,7056
Surat,10/10/2023,304,890,7100
Surat,13/10/2023,265,999,7275
Surat,16/10/2023,276,1086,7494
Surat,25/10/2023,295,837,8013
Surat,28/10/2023,217,729,7613
Surat,01/11/2023,299,1105,7153
Surat,03/11/2023,257,1091,7213
Surat,05/11/2023,134,310,7193
Surat,24/11/2023,136,805,4701
Surat,26/11/2023,87,190,4785
Surat,27/11/2023,186,596,4830
Surat,02/12/2023,195,734,4777
Surat,03/12/2023,103,315,4837
Surat,06/12/2023,231,801,5155
Surat,08/12/2023,187,686,5039
Surat,14/12/2023,138,785,4914
Surat,21/12/2023,177,722,4858
Surat,22/12/2023,166,684,4774
Surat,23/12/2023,129,622,4729
Surat,11/01/2024,205,773,4519
Surat,25/01/2024,533,846,5225
Surat,26/01/2024,188,311,5236
Surat,28/01/2024,106,304,5032
Surat,29/01/2024,211,988,5084
Surat,11/02/2024,137,252,5289
Surat,16/02/2024,156,723,5618
Surat,19/02/2024,242,836,5719
Surat,26/02/2024,207,856,5123
Surat,01/03/2024,187,995,5181
Surat,07/03/2024,222,790,5341
Surat,11/03/2024,218,1027,5147
Surat,13/03/2024,280,801,4889
Surat,24/03/2024,111,193,5120
Surat,28/03/2024,246,865,4997
Surat,08/04/2024,250,888,5010
Surat,15/04/2024,189,870,4691
Surat,21/04/2024,83,238,4722
Surat,22/04/2024,202,669,4874
Surat,25/04/2024,229,659,4944
Surat,26/04/2024,214,644,5040
Surat,05/05/2024,174,230,5556
Surat,10/05/2024,163,478,5507
Surat,12/05/2024,127,180,5441
Surat,13/05/2024,312,703,5677
Surat,23/05/2024,216,707,5873
Surat,02/06/2024,144,297,6338
Surat,04/06/2024,273,631,6498
Surat,05/06/2024,309,724,6533
Surat,13/06/2024,346,809,7163
Surat,17/06/2024,250,678,7608
Surat,23/06/2024,234,350,7506
Surat,26/06/2024,505,1274,7979
Surat,03/07/2024,402,1389,8772
Surat,08/07/2024,509,1527,9608
Surat,10/07/2024,453,1291,9700
Surat,14/07/2024,235,436,9002
Surat,16/07/2024,365,1128,9346
Surat,21/07/2024,245,514,8670
Surat,22/07/2024,384,871,8929
Surat,27/07/2024,204,1137,7743
Surat,05/08/2024,328,1202,8405
Surat,11/08/2024,180,448,8466
Surat,12/08/2024,293,1107,8721
Surat,21/08/2024,389,1074,9142
Surat,26/08/2024,188,452,9018
Surat,27/08/2024,322,733,8830
Surat,07/09/2024,239,560,9748
Surat,12/09/2024,371,1009,10656
Surat,21/09/2024,294,1025,10124
Surat,24/09/2024,326,994,10487
Surat,26/09/2024,337,950,10768
Surat,04/10/2024,336,1010,10170
Surat,12/10/2024,194,326,9867
Surat,21/10/2024,301,838,10328
Surat,29/10/2024,218,878,11179
Surat,31/10/2024,112,390,10962
Surat,09/11/2024,229,587,9880
Surat,14/11/2024,216,696,9663
Surat,20/11/2024,238,688,9500
Surat,21/11/2024,218,749,9270
Surat,22/11/2024,193,611,9258
Surat,28/11/2024,234,727,9030
Surat,03/12/2024,213,846,8321
Surat,18/12/2024,266,672,8097
Surat,20/12/2024,192,703,8351
Surat,29/12/2024,204,301,8829
Surat,31/12/2024,236,743,8709
Surat,02/01/2025,210,704,8651
Surat,03/01/2025,214,651,8505
Surat,11/01/2025,269,465,8950
Surat,14/01/2025,116,150,8714
Surat,19/01/2025,137,271,8777
Surat,24/01/2025,225,650,9070
Surat,27/01/2025,328,940,9204
Surat,01/02/2025,206,719,9506
Surat,04/02/2025,183,636,8889
Surat,12/02/2025,192,635,8524
Surat,14/02/2025,203,583,8651
Surat,25/02/2025,234,778,8999
Surat,05/03/2025,226,732,9064
Surat,15/03/2025,201,749,8675
Surat,20/03/2025,190,827,8740
Surat,22/03/2025,130,667,8668
Surat,27/03/2025,193,745,8811
Surat,02/04/2025,190,728,8758
Surat,04/04/2025,214,727,8935
Surat,10/04/2025,167,454,8925
Surat,11/04/2025,192,772,8945
Surat,13/04/2025,108,260,8876
Surat,15/04/2025,207,792,8877
Surat,22/04/2025,179,676,8877
Surat,25/04/2025,135,574,8705
Surat,26/04/2025,132,518,8459
Surat,09/05/2025,138,663,7886
Surat,10/05/2025,98,631,7766
Surat,18/05/2025,111,300,7534
Surat,21/05/2025,291,579,7730
Surat,09/06/2025,276,1066,7625
Surat,15/06/2025,179,273,7371
Surat,19/06/2025,357,999,8287
Surat,24/06/2025,308,947,8352
Surat,26/06/2025,260,1295,8295
Surat,03/07/2025,341,1131,8774
Surat,04/07/2025,268,1052,8704
Surat,06/07/2025,253,299,8824
Surat,08/07/2025,263,1323,8377
Surat,15/07/2025,183,1144,6642
Surat,25/07/2025,160,788,6057
Surat,26/07/2025,142,663,6039
Surat,29/07/2025,185,1020,6115
Surat,30/07/2025,187,926,6138
Surat,02/08/2025,184,799,6127
Surat,03/08/2025,126,304,6243
Surat,05/08/2025,186,809,6309
Surat,06/08/2025,208,845,6254
Surat,07/08/2025,220,735,6251
Surat,13/08/2025,205,883,6495
Surat,14/08/2025,188,818,6559
Surat,18/08/2025,221,1110,6628
Surat,20/08/2025,183,765,6754
Surat,21/08/2025,265,932,6987
Surat,27/08/2025,224,471,7338
Surat,31/08/2025,138,384,6760
Surat,07/09/2025,180,339,7367
Surat,24/06/2017,0,250,1145
Surat,26/06/2017,0,260,1146
Surat,29/06/2017,0,583,1146
Surat,01/07/2017,0,704,1146
Surat,04/07/2017,0,750,1146
Surat,08/07/2017,0,244,1146
Surat,18/07/2017,0,489,1149
Surat,21/07/2017,0,436,1149
Surat,31/07/2017,7,588,1165
Surat,14/08/2017,0,774,1172
Surat,17/08/2017,0,305,1174
Surat,27/08/2017,1,121,1199
Surat,12/09/2017,37,722,1465
Surat,14/09/2017,66,474,1554
Surat,20/09/2017,56,592,1539
Surat,24/09/2017,28,172,1595
Surat,30/09/2017,43,236,1712
Surat,01/10/2017,25,135,1711
Surat,02/10/2017,40,165,1669
Surat,07/10/2017,54,632,1651
Surat,09/10/2017,61,719,1683
Surat,12/10/2017,62,504,1636
Surat,15/10/2017,70,217,1817
Surat,24/10/2017,53,474,1671
Surat,25/10/2017,45,516,1652
Surat,07/11/2017,55,642,1503
Surat,09/11/2017,37,567,1452
Surat,10/11/2017,32,375,1467
Surat,12/11/2017,24,85,1471
Surat,16/11/2017,20,308,1391
Surat,25/11/2017,27,197,1336
Surat,29/11/2017,49,392,1392
Surat,30/11/2017,33,320,1381
Surat,01/12/2017,31,390,1395
Surat,05/12/2017,26,419,1428
Surat,13/12/2017,34,475,1348
Surat,14/12/2017,27,337,1361
Surat,19/12/2017,45,565,1425
Surat,20/12/2017,49,475,1426
Surat,27/12/2017,18,453,1390
Surat,31/12/2017,12,121,1420
Surat,02/01/2018,35,525,1439
Surat,10/01/2018,38,466,1468
Surat,11/01/2018,39,313,1469
Surat,16/01/2018,50,411,1434
Surat,17/01/2018,36,431,1393
Surat,19/01/2018,30,385,1399
Surat,21/01/2018,26,97,1449
Surat,23/01/2018,141,713,1560
Surat,01/02/2018,57,385,1532
Surat,07/02/2018,37,374,1447
Surat,09/02/2018,58,420,1492
Surat,11/02/2018,39,110,1542
Surat,15/02/2018,105,350,1459
Surat,19/02/2018,52,598,1511
Surat,22/02/2018,36,365,1398
Surat,01/03/2018,24,293,1355
Surat,02/03/2018,9,94,1331
Surat,18/03/2018,25,172,1329
Surat,20/03/2018,38,610,1339
Surat,21/03/2018,22,425,1278
Surat,22/03/2018,17,515,1287
Surat,28/03/2018,50,534,1354
Surat,14/04/2018,15,165,1394
Surat,16/04/2018,43,617,1411
Surat,17/04/2018,23,482,1397
Surat,18/04/2018,15,187,1375
Surat,20/04/2018,18,510,1323
Surat,29/04/2018,25,116,1390
Surat,30/04/2018,34,531,1402
Surat,06/05/2018,23,108,1455
Surat,11/05/2018,29,291,1358
Surat,12/05/2018,28,186,1367
Surat,14/05/2018,30,543,1374
Surat,17/05/2018,31,298,1360
Surat,29/05/2018,53,502,1514
Surat,04/06/2018,39,759,1498
Surat,09/06/2018,25,328,1473
Surat,10/06/2018,35,163,1502
Surat,13/06/2018,30,785,1426
Surat,15/06/2018,38,587,1466
Surat,16/06/2018,53,323,1497
Surat,18/06/2018,47,912,1518
Surat,23/06/2018,23,389,1462
Surat,28/06/2018,76,608,1556
Surat,29/06/2018,65,738,1595
Surat,01/07/2018,40,244,1620
Surat,02/07/2018,78,909,1636
Surat,04/07/2018,49,839,1490
Surat,07/07/2018,28,714,1525
Surat,25/07/2018,56,599,1492
Surat,26/07/2018,32,622,1495
Surat,30/07/2018,51,1023,1466
Surat,06/08/2018,106,528,1646
Surat,07/08/2018,81,471,1667
Surat,13/08/2018,76,710,1753
Surat,21/08/2018,70,623,1652
Surat,30/08/2018,53,418,1609
Surat,04/09/2018,66,436,1625
Surat,05/09/2018,44,683,1551
Surat,07/09/2018,67,533,1615
Surat,09/09/2018,19,100,1574
Surat,19/09/2018,42,655,1516
Surat,22/09/2018,36,305,1575
Surat,23/09/2018,9,101,1560
Surat,03/10/2018,36,565,1449
Surat,06/10/2018,42,557,1511
Surat,25/10/2018,41,399,1420
Surat,27/10/2018,43,433,1404
Surat,31/10/2018,31,345,1437
Surat,11/11/2018,11,139,1419
Surat,18/11/2018,20,118,1554
Surat,22/11/2018,32,420,1413
Surat,23/11/2018,35,238,1423
Surat,27/11/2018,57,458,1436
Surat,28/11/2018,40,475,1403
Surat,30/11/2018,35,411,1425
Surat,09/12/2018,24,150,1481
Surat,16/12/2018,35,156,1686
Surat,20/12/2018,50,513,1612
Surat,27/12/2018,60,341,1573
Surat,28/12/2018,49,320,1582
Surat,30/12/2018,36,129,1614
Surat,31/12/2018,67,509,1651
Surat,03/01/2019,72,374,1624
Surat,04/01/2019,53,509,1632
Surat,06/01/2019,20,101,1661
Surat,09/01/2019,77,428,1696
Surat,13/01/2019,56,121,1851
Surat,15/01/2019,83,421,1773
Surat,22/01/2019,72,414,1757
Surat,23/01/2019,109,414,1727
Surat,27/01/2019,24,112,1539
Surat,28/01/2019,33,437,1519
Surat,02/02/2019,39,317,1487
Surat,03/02/2019,24,70,1502
Surat,13/02/2019,52,374,1512
Surat,18/02/2019,50,387,1549
Surat,24/02/2019,34,98,1618
Surat,01/03/2019,37,370,1473
Surat,13/03/2019,33,400,1378
Surat,15/03/2019,41,320,1396
Surat,18/03/2019,51,420,1407
Surat,30/03/2019,15,365,1241
Surat,11/04/2019,15,269,1240
Surat,14/04/2019,9,91,1244
Surat,17/04/2019,32,267,1341
Surat,20/04/2019,60,367,1354
Surat,29/04/2019,14,559,1241
Surat,08/05/2019,18,472,1237
Surat,09/05/2019,16,300,1245
Surat,15/05/2019,80,414,1336
Surat,17/05/2019,22,317,1357
Surat,19/05/2019,17,124,1400
Surat,20/05/2019,54,443,1430
Surat,28/05/2019,81,590,1445
Surat,10/06/2019,61,598,1477
Surat,14/06/2019,53,669,1442
Surat,17/06/2019,73,728,1491
Surat,19/06/2019,49,887,1405
Surat,23/06/2019,27,188,1359
Surat,04/07/2019,31,585,1331
Surat,05/07/2019,32,575,1331
Surat,08/07/2019,38,931,1369
Surat,14/07/2019,9,159,1298
Surat,16/07/2019,35,827,1340
Surat,27/07/2019,32,442,1337
Surat,02/08/2019,26,685,1287
Surat,06/08/2019,65,1116,1398
Surat,18/08/2019,21,238,1292
Surat,02/09/2019,19,287,1361
Surat,07/09/2019,52,650,1482
Surat,11/09/2019,29,700,1323
Surat,13/09/2019,43,703,1337
Surat,26/09/2019,62,501,1503
Surat,28/09/2019,58,528,1523
Surat,29/09/2019,39,220,1533
Surat,30/09/2019,71,696,1530
Surat,01/10/2019,67,596,1555
Surat,04/10/2019,48,574,1437
Surat,13/10/2019,20,211,1477
Surat,17/10/2019,39,612,1451
Surat,19/10/2019,58,663,1510
Surat,23/10/2019,90,612,1714
Surat,26/10/2019,48,461,1757
Surat,27/10/2019,28,180,1690
Surat,31/10/2019,12,293,1477
Surat,05/11/2019,52,530,1553
Surat,06/11/2019,34,483,1383
Surat,07/11/2019,43,417,1407
Surat,13/11/2019,42,589,1358
Surat,14/11/2019,26,408,1374
Surat,25/11/2019,44,521,1441
Surat,27/11/2019,40,563,1479
Surat,28/11/2019,36,322,1422
Surat,01/12/2019,20,150,1462
Surat,03/12/2019,89,459,1573
Surat,05/12/2019,76,358,1643
Surat,06/12/2019,65,363,1662
Surat,07/12/2019,52,362,1699
Surat,18/12/2019,67,409,1698
Surat,20/12/2019,73,404,1674
Surat,24/12/2019,120,467,1752
Surat,25/12/2019,32,231,1691
Surat,28/12/2019,37,368,1581
Surat,03/01/2020,33,434,1466
Surat,05/01/2020,22,147,1480
Surat,08/01/2020,70,556,1582
Surat,22/01/2020,51,455,1446
Surat,24/01/2020,36,361,1475
Surat,28/01/2020,52,561,1503
Surat,01/02/2020,50,369,1619
Surat,02/02/2020,22,123,1613
Surat,03/02/2020,110,457,1647
Surat,11/02/2020,83,445,1589
Surat,12/02/2020,83,508,1598
Surat,21/02/2020,39,278,1726
Surat,22/02/2020,55,438,1739
Surat,23/02/2020,33,161,1725
Surat,08/03/2020,45,178,1906
