ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-08-31,1249.6602921607143,237.69153844907376,2292.5249906789463,1249.6602921607143,1249.6602921607143,41.77725410010929,41.77725410010929,41.77725410010929,-8.224522560001125,-8.224522560001125,-8.224522560001125,50.001776660110416,50.001776660110416,50.001776660110416,0.0,0.0,0.0,1291.4375462608236
2017-09-01,1250.69323425,325.7888922987753,2317.394274455697,1250.69323425,1250.69323425,47.924800785299446,47.924800785299446,47.924800785299446,-18.303331205981483,-18.303331205981483,-18.303331205981483,66.22813199128092,66.22813199128092,66.22813199128092,0.0,0.0,0.0,1298.6180350352993
2017-09-02,1251.7261763392858,339.8611573013708,2380.2238008211057,1251.7261763392858,1251.7261763392858,60.698992147357636,60.698992147357636,60.698992147357636,-24.373279191556126,-24.373279191556126,-24.373279191556126,85.07227133891377,85.07227133891377,85.07227133891377,0.0,0.0,0.0,1312.4251684866433
2017-09-03,1252.7591184285716,288.8111244626356,2392.3906288699077,1252.7591184285716,1252.7591184285716,94.5393137421479,94.5393137421479,94.5393137421479,-11.815558835617153,-11.815558835617153,-11.815558835617153,106.35487257776504,106.35487257776504,106.35487257776504,0.0,0.0,0.0,1347.2984321707195
2017-09-04,1253.7920605178572,414.84686318170844,2419.766440928003,1253.7920605178572,1253.7920605178572,170.10523838732456,170.10523838732456,170.10523838732456,40.262709315361,40.262709315361,40.262709315361,129.84252907196355,129.84252907196355,129.84252907196355,0.0,0.0,0.0,1423.8972989051817
2017-09-05,1254.8250026071428,391.2533189816012,2515.8182740750026,1254.8250026071428,1254.8250026071428,181.5839869640618,181.5839869640618,181.5839869640618,26.33092160951,26.33092160951,26.33092160951,155.2530653545518,155.2530653545518,155.2530653545518,0.0,0.0,0.0,1436.4089895712045
2017-09-06,1255.8579446964286,408.54045667062104,2466.2357754374857,1255.8579446964286,1255.8579446964286,178.38510154837567,178.38510154837567,178.38510154837567,-3.876939131694351,-3.876939131694351,-3.876939131694351,182.26204068007002,182.26204068007002,182.26204068007002,0.0,0.0,0.0,1434.2430462448042
2017-09-07,1256.8908867857144,447.25927391420834,2511.1140554801236,1256.8908867857144,1256.8908867857144,202.28575650127905,202.28575650127905,202.28575650127905,-8.224522559990255,-8.224522559990255,-8.224522559990255,210.51027906126933,210.51027906126933,210.51027906126933,0.0,0.0,0.0,1459.1766432869936
2017-09-08,1257.923828875,481.1435600697493,2547.1621413282373,1257.923828875,1257.923828875,221.30890776293776,221.30890776293776,221.30890776293776,-18.303331205998983,-18.303331205998983,-18.303331205998983,239.61223896893674,239.61223896893674,239.61223896893674,0.0,0.0,0.0,1479.2327366379377
2017-09-09,1258.9567709642859,517.9068796005026,2457.594776169895,1258.9567709642859,1258.9567709642859,244.79173599912085,244.79173599912085,244.79173599912085,-24.3732791915673,-24.3732791915673,-24.3732791915673,269.16501519068817,269.16501519068817,269.16501519068817,0.0,0.0,0.0,1503.7485069634067
2017-09-10,1259.9897130535714,489.06904530816814,2557.954006224058,1259.9897130535714,1259.9897130535714,286.94219108742436,286.94219108742436,286.94219108742436,-11.815558835679747,-11.815558835679747,-11.815558835679747,298.75774992310414,298.75774992310414,298.75774992310414,0.0,0.0,0.0,1546.9319041409958
2017-09-11,1261.022655142857,650.2333896530579,2591.990869205985,1261.022655142857,1261.022655142857,368.24392970815813,368.24392970815813,368.24392970815813,40.262709315324656,40.262709315324656,40.262709315324656,327.9812203928335,327.9812203928335,327.9812203928335,0.0,0.0,0.0,1629.266584851015
2017-09-12,1262.0555972321429,648.1867993775254,2639.3205822029026,1262.0555972321429,1262.0555972321429,382.7682880000894,382.7682880000894,382.7682880000894,26.330921609460262,26.330921609460262,26.330921609460262,356.4373663906291,356.4373663906291,356.4373663906291,0.0,0.0,0.0,1644.8238852322322
2017-09-13,1263.0885393214287,656.5963312871318,2655.6538441970843,1263.0885393214287,1263.0885393214287,379.87158401625254,379.87158401625254,379.87158401625254,-3.876939131680882,-3.876939131680882,-3.876939131680882,383.74852314793344,383.74852314793344,383.74852314793344,0.0,0.0,0.0,1642.9601233376811
2017-09-14,1264.1214814107143,706.9599706889345,2743.8280342642743,1264.1214814107143,1264.1214814107143,401.34161034496066,401.34161034496066,401.34161034496066,-8.224522559979382,-8.224522559979382,-8.224522559979382,409.5661329049401,409.5661329049401,409.5661329049401,0.0,0.0,0.0,1665.463091755675
2017-09-15,1265.1544235,647.0169760656004,2622.40447412749,1265.1544235,1265.1544235,415.27539089326984,415.27539089326984,415.27539089326984,-18.303331205989917,-18.303331205989917,-18.303331205989917,433.5787220992598,433.5787220992598,433.5787220992598,0.0,0.0,0.0,1680.4298143932697
2017-09-16,1266.1873655892857,752.3334825750596,2699.333958353235,1266.1873655892857,1266.1873655892857,431.1456707840239,431.1456707840239,431.1456707840239,-24.373279191543364,-24.373279191543364,-24.373279191543364,455.51894997556724,455.51894997556724,455.51894997556724,0.0,0.0,0.0,1697.3330363733096
2017-09-17,1267.2203076785715,715.1901285774871,2723.631032401471,1267.2203076785715,1267.2203076785715,463.3539992436521,463.3539992436521,463.3539992436521,-11.815558835639775,-11.815558835639775,-11.815558835639775,475.16955807929185,475.16955807929185,475.16955807929185,0.0,0.0,0.0,1730.5743069222235
2017-09-18,1268.2532497678571,821.2246767346877,2803.1449483879455,1268.2532497678571,1268.2532497678571,532.6307872483171,532.6307872483171,532.6307872483171,40.26270931533769,40.26270931533769,40.26270931533769,492.3680779329795,492.3680779329795,492.3680779329795,0.0,0.0,0.0,1800.8840370161743
2017-09-19,1269.2861918571427,795.5260457214792,2895.687499358369,1269.2861918571427,1269.2861918571427,533.3411070921101,533.3411070921101,533.3411070921101,26.330921609443877,26.330921609443877,26.330921609443877,507.01018548266626,507.01018548266626,507.01018548266626,0.0,0.0,0.0,1802.6272989492527
